EVM0001809	LOC-Os04g16970
EVM0027043	LOC-Os05g22722
EVM0032707	LOC-Os04g33360
EVM0002670	LOC-Os11g37130
EVM0028507	LOC-Os03g52690
EVM0036924	LOC-Os07g38560
EVM0009902	LOC-Os07g41660
EVM0000778	LOC-Os08g10410
EVM0023514	LOC-Os05g40990
EVM0027287	LOC-Os08g44640
EVM0028375	LOC-Os04g33040
EVM0026501	LOC-Os07g46990
EVM0020800	LOC-Os08g32060
EVM0016304	LOC-Os03g41510
EVM0021481	LOC-Os07g32890
EVM0016212	LOC-Os02g04670
EVM0013618	LOC-Os05g07210
EVM0032797	LOC-Os09g07020
EVM0007252	LOC-Os06g41940
EVM0021250	LOC-Os06g47130
EVM0029007	LOC-Os02g50940
EVM0036462	LOC-Os05g38810
EVM0024090	LOC-Os10g39820
EVM0027913	LOC-Os04g52270
EVM0034447	LOC-Os12g32330
EVM0004737	LOC-Os09g32030
EVM0006900	LOC-Os02g51710
EVM0020305	LOC-Os07g41280
EVM0014398	LOC-Os03g17340
EVM0037278	LOC-Os02g39350
EVM0021021	LOC-Os12g08780
EVM0001505	LOC-Os11g35340
EVM0006710	LOC-Os06g07550
EVM0033842	LOC-Os12g09089
EVM0017183	LOC-Os11g22350
EVM0012532	LOC-Os02g05520
EVM0022592	LOC-Os06g04800
EVM0027669	LOC-Os05g36270
EVM0010224	LOC-Os03g06900
EVM0011460	LOC-Os07g40290
EVM0006542	LOC-Os02g08140
EVM0001045	LOC-Os03g10180
EVM0018445	LOC-Os02g50830
EVM0007340	LOC-Os03g51440
EVM0026249	LOC-Os03g21230
EVM0034454	LOC-Os03g18620
EVM0002844	LOC-Os04g30780
EVM0010274	LOC-Os04g51320
EVM0007289	LOC-Os04g58070
EVM0021951	LOC-Os06g49505
EVM0020932	LOC-Os05g50550
EVM0009894	LOC-Os01g48300
EVM0024767	LOC-Os07g31884
EVM0030807	LOC-Os08g40060
EVM0009503	LOC-Os10g34580
EVM0032991	LOC-Os04g40510
EVM0014469	LOC-Os04g47590
EVM0015398	LOC-Os02g47970
EVM0024519	LOC-Os10g32590
EVM0032044	LOC-Os03g17084
EVM0018598	LOC-Os12g40460
EVM0021628	LOC-Os01g61580
EVM0015543	LOC-Os01g16330
EVM0015468	LOC-Os02g15340
EVM0017500	LOC-Os04g55590
EVM0027216	LOC-Os08g32520
EVM0035124	LOC-Os12g14070
EVM0029634	LOC-Os01g67860
EVM0014823	LOC-Os05g34460
EVM0006898	LOC-Os10g39400
EVM0019060	LOC-Os03g59110
EVM0033573	LOC-Os04g58330
EVM0030841	LOC-Os01g22390
EVM0033185	LOC-Os05g48380
EVM0010335	LOC-Os07g10820
EVM0003122	LOC-Os10g32730
EVM0006708	LOC-Os07g40820
EVM0014663	LOC-Os11g27400
EVM0022703	LOC-Os07g28790
EVM0013845	LOC-Os03g39610
EVM0004510	LOC-Os07g43870
EVM0023793	LOC-Os09g33930
EVM0037063	LOC-Os11g32470
EVM0012211	LOC-Os09g27370
EVM0012677	LOC-Os08g35740
EVM0017696	LOC-Os03g07234
EVM0003834	LOC-Os03g60130
EVM0015010	LOC-Os04g47520
EVM0014816	LOC-Os02g03750
EVM0028823	LOC-Os08g33810
EVM0028323	LOC-Os04g50860
EVM0002149	LOC-Os02g58080
EVM0017943	LOC-Os08g39320
EVM0033586	LOC-Os04g34590
EVM0009726	LOC-Os07g38170
EVM0014293	LOC-Os01g26020
EVM0035455	LOC-Os03g03164
EVM0030914	LOC-Os03g12450
EVM0017938	LOC-Os11g31880
EVM0027313	LOC-Os08g31228
EVM0030525	LOC-Os07g36090
EVM0014684	LOC-Os01g42980
EVM0025204	LOC-Os03g21630
EVM0013336	LOC-Os07g39320
EVM0020355	LOC-Os01g37690
EVM0012722	LOC-Os06g17120
EVM0004550	LOC-Os07g37220
EVM0012472	LOC-Os12g32250
EVM0033066	LOC-Os02g41650
EVM0027995	LOC-Os11g06320
EVM0017376	LOC-Os03g15420
EVM0017807	LOC-Os05g34040
EVM0019633	LOC-Os02g02950
EVM0003536	LOC-Os08g45040
EVM0014427	LOC-Os03g62850
EVM0006655	LOC-Os03g63510
EVM0000422	LOC-Os02g25020
EVM0018332	LOC-Os09g35000
EVM0001925	LOC-Os02g09460
EVM0018084	LOC-Os03g63740
EVM0029888	LOC-Os04g35780
EVM0003239	LOC-Os12g07060
EVM0011728	LOC-Os03g58330
EVM0018281	LOC-Os01g67960
EVM0000724	LOC-Os03g16940
EVM0020444	LOC-Os03g01760
EVM0017198	ChrSy
EVM0010759	LOC-Os08g04770
EVM0033837	LOC-Os04g55660
EVM0034119	LOC-Os03g04460
EVM0005404	LOC-Os05g51480
EVM0008574	LOC-Os01g01302
EVM0001283	LOC-Os02g54540
EVM0036739	LOC-Os02g49450
EVM0015464	LOC-Os03g04520
EVM0000147	LOC-Os10g25770
EVM0027715	LOC-Os11g13810
EVM0036376	LOC-Os03g62750
EVM0025070	LOC-Os08g09320
EVM0031347	LOC-Os04g38340
EVM0005792	LOC-Os03g22040
EVM0006916	LOC-Os05g02810
EVM0009607	LOC-Os01g12180
EVM0014356	LOC-Os01g74500
EVM0008470	LOC-Os04g48416
EVM0008658	LOC-Os02g54710
EVM0010965	LOC-Os01g57720
EVM0003449	LOC-Os01g43940
EVM0036752	LOC-Os02g45650
EVM0036888	LOC-Os03g64400
EVM0016322	LOC-Os02g37080
EVM0002029	LOC-Os11g04295
EVM0035134	LOC-Os04g55710
EVM0004875	LOC-Os01g74280
EVM0005174	LOC-Os06g51290
EVM0030570	LOC-Os11g04480
EVM0022657	LOC-Os03g58400
EVM0008836	LOC-Os06g43640
EVM0012158	LOC-Os11g10750
EVM0030555	LOC-Os03g51830
EVM0001644	LOC-Os11g40610
EVM0007496	LOC-Os08g44910
EVM0010152	LOC-Os05g30240
EVM0012504	LOC-Os02g32610
EVM0010646	LOC-Os08g03640
EVM0032641	LOC-Os02g35100
EVM0035826	LOC-Os10g34320
EVM0011970	LOC-Os01g70490
EVM0026079	LOC-Os04g44320
EVM0009749	LOC-Os01g59510
EVM0017065	LOC-Os01g61200
EVM0028228	LOC-Os09g02250
EVM0000180	LOC-Os05g51780
EVM0017223	LOC-Os02g31290
EVM0011283	LOC-Os05g34770
EVM0011373	LOC-Os02g53770
EVM0006625	LOC-Os03g15270
EVM0033237	LOC-Os10g32680
EVM0000289	LOC-Os06g21360
EVM0015857	LOC-Os04g44530
EVM0008201	LOC-Os08g02060
EVM0035769	LOC-Os05g45930
EVM0006498	LOC-Os08g05460
EVM0026972	LOC-Os02g52220
EVM0011184	LOC-Os03g59700
EVM0020777	LOC-Os05g06260
EVM0021258	LOC-Os12g07720
EVM0021752	LOC-Os04g40010
EVM0006754	LOC-Os03g17860
EVM0009505	LOC-Os08g06370
EVM0028898	LOC-Os01g43350
EVM0008282	LOC-Os02g03460
EVM0009249	LOC-Os10g01044
EVM0012630	LOC-Os04g40940
EVM0034151	LOC-Os01g23680
EVM0003751	LOC-Os08g13390
EVM0002427	LOC-Os04g55060
EVM0009630	LOC-Os05g03450
EVM0017795	LOC-Os11g37080
EVM0005824	LOC-Os02g22260
EVM0023783	LOC-Os02g52140
EVM0027353	LOC-Os01g27990
EVM0030687	LOC-Os01g29430
EVM0014159	LOC-Os06g34660
EVM0032248	LOC-Os08g37874
EVM0002540	LOC-Os06g30730
EVM0000648	LOC-Os10g06610
EVM0017553	LOC-Os08g08230
EVM0036624	LOC-Os12g40830
EVM0033073	LOC-Os02g02690
EVM0001461	LOC-Os04g53760
EVM0008281	LOC-Os08g06140
EVM0000799	LOC-Os01g47620
EVM0029348	LOC-Os01g13190
EVM0015602	LOC-Os01g72520
EVM0001525	LOC-Os03g31230
EVM0006933	LOC-Os01g01150
EVM0027192	LOC-Os02g45480
EVM0027439	LOC-Os06g30380
EVM0034508	LOC-Os08g43390
EVM0035988	LOC-Os10g36490
EVM0022215	LOC-Os07g09580
EVM0032494	LOC-Os01g72570
EVM0005082	LOC-Os04g57480
EVM0027010	LOC-Os04g46060
EVM0015418	LOC-Os01g15850
EVM0005435	LOC-Os03g52010
EVM0029835	LOC-Os01g68790
EVM0019640	LOC-Os06g01410
EVM0010379	LOC-Os02g55030
EVM0000104	LOC-Os03g38980
EVM0016330	LOC-Os10g25010
EVM0000585	LOC-Os07g01540
EVM0006489	LOC-Os03g18720
EVM0035758	LOC-Os11g01890
EVM0001976	LOC-Os02g36924
EVM0008187	LOC-Os06g50000
EVM0005656	LOC-Os08g17160
EVM0000930	LOC-Os06g05720
EVM0021026	LOC-Os01g43360
EVM0018555	LOC-Os08g05520
EVM0021499	LOC-Os02g20410
EVM0003839	LOC-Os02g10290
EVM0029505	LOC-Os02g48340
EVM0015159	LOC-Os04g56850
EVM0009633	LOC-Os03g18500
EVM0007475	LOC-Os03g55270
EVM0027921	LOC-Os09g20550
EVM0010010	LOC-Os10g35670
EVM0009654	LOC-Os01g54550
EVM0021704	LOC-Os02g42300
EVM0011318	LOC-Os04g33480
EVM0031775	LOC-Os01g24680
EVM0002830	LOC-Os03g52475
EVM0022549	LOC-Os05g31160
EVM0032880	LOC-Os10g27170
EVM0006488	LOC-Os10g41240
EVM0005558	LOC-Os01g43870
EVM0021370	LOC-Os09g20220
EVM0011711	LOC-Os07g07974
EVM0005176	LOC-Os04g58160
EVM0032591	LOC-Os04g51140
EVM0016769	LOC-Os04g58550
EVM0036851	LOC-Os05g29760
EVM0011479	LOC-Os02g12570
EVM0003519	LOC-Os10g36250
EVM0019158	LOC-Os02g05450
EVM0037046	LOC-Os07g20420
EVM0026629	LOC-Os01g44040
EVM0004795	LOC-Os04g55150
EVM0027424	LOC-Os07g32350
EVM0009254	LOC-Os01g62760
EVM0011994	LOC-Os08g19310
EVM0009076	LOC-Os12g42400
EVM0013021	LOC-Os03g19240
EVM0021440	LOC-Os12g44360
EVM0026854	LOC-Os07g31550
EVM0018124	LOC-Os01g10430
EVM0008944	LOC-Os06g45430
EVM0009259	LOC-Os12g42370
EVM0030854	LOC-Os07g49330
EVM0010618	LOC-Os05g32350
EVM0022571	LOC-Os12g41390
EVM0024464	LOC-Os12g35320
EVM0036089	LOC-Os11g13820
EVM0004406	LOC-Os10g42500
EVM0021125	LOC-Os04g38930
EVM0035762	LOC-Os09g24440
EVM0012846	LOC-Os08g41270
EVM0036971	LOC-Os05g38720
EVM0018130	LOC-Os03g11550
EVM0026712	LOC-Os08g41830
EVM0014652	LOC-Os12g37590
EVM0023422	LOC-Os10g27340
EVM0002237	LOC-Os07g29610
EVM0018580	LOC-Os05g28500
EVM0033952	LOC-Os07g07310
EVM0014033	LOC-Os02g03090
EVM0030433	LOC-Os05g02450
EVM0023696	LOC-Os02g31070
EVM0001738	LOC-Os04g41950
EVM0016032	LOC-Os03g31690
EVM0030905	LOC-Os03g21830
EVM0034426	LOC-Os01g07740
EVM0010308	LOC-Os12g31840
EVM0015441	LOC-Os08g36840
EVM0023938	LOC-Os07g26460
EVM0006006	LOC-Os10g41749
EVM0002884	LOC-Os03g06580
EVM0012197	LOC-Os09g24570
EVM0020083	LOC-Os03g15740
EVM0028147	LOC-Os03g14950
EVM0010899	LOC-Os08g21350
EVM0008903	LOC-Os07g25450
EVM0020580	LOC-Os01g54340
EVM0006174	LOC-Os01g17170
EVM0017797	LOC-Os01g64000
EVM0002757	LOC-Os03g61200
EVM0010878	LOC-Os01g11570
EVM0022742	LOC-Os05g02990
EVM0008522	LOC-Os01g73950
EVM0032703	LOC-Os06g10440
EVM0000730	LOC-Os05g49170
EVM0024115	LOC-Os10g03760
EVM0030902	LOC-Os03g37330
EVM0013335	LOC-Os12g31000
EVM0006526	LOC-Os01g64030
EVM0036161	LOC-Os01g45990
EVM0000070	LOC-Os07g42300
EVM0025277	LOC-Os01g18640
EVM0004458	LOC-Os09g15810
EVM0033569	LOC-Os03g46750
EVM0003459	LOC-Os08g16840
EVM0025328	LOC-Os09g13880
EVM0001193	LOC-Os06g45000
EVM0031674	LOC-Os05g49220
EVM0009945	LOC-Os08g34130
EVM0032980	LOC-Os05g09550
EVM0002389	LOC-Os03g61110
EVM0017320	LOC-Os04g42110
EVM0008097	LOC-Os12g07350
EVM0021830	LOC-Os01g53280
EVM0012035	LOC-Os11g09040
EVM0019528	LOC-Os01g68500
EVM0004815	LOC-Os03g17580
EVM0009896	LOC-Os05g50380
EVM0030677	LOC-Os09g38420
EVM0018603	LOC-Os09g10340
EVM0026026	LOC-Os02g44220
EVM0029043	LOC-Os02g03450
EVM0027296	LOC-Os03g14020
EVM0003327	LOC-Os04g40850
EVM0030215	LOC-Os05g50950
EVM0008353	LOC-Os02g57040
EVM0030736	LOC-Os09g02284
EVM0032047	LOC-Os03g18360
EVM0007418	LOC-Os12g44090
EVM0026012	LOC-Os04g40420
EVM0021400	LOC-Os12g39380
EVM0014928	LOC-Os02g44330
EVM0003339	LOC-Os02g07220
EVM0002880	LOC-Os11g40200
EVM0015127	LOC-Os02g08130
EVM0031873	LOC-Os08g25010
EVM0028444	LOC-Os01g50840
EVM0009584	LOC-Os10g25000
EVM0018865	LOC-Os04g16734
EVM0034558	LOC-Os08g38560
EVM0029978	LOC-Os01g47630
EVM0013685	LOC-Os01g45750
EVM0025073	LOC-Os01g08510
EVM0013388	LOC-Os09g27820
EVM0015717	LOC-Os09g01640
EVM0001653	LOC-Os02g46450
EVM0022497	LOC-Os06g36520
EVM0029280	LOC-Os01g13950
EVM0016547	LOC-Os03g09180
EVM0004807	LOC-Os01g68140
EVM0025261	LOC-Os06g19400
EVM0032244	LOC-Os07g49390
EVM0026675	LOC-Os05g20030
EVM0028545	LOC-Os03g61920
EVM0027284	LOC-Os04g54820
EVM0004844	LOC-Os09g29930
EVM0029522	LOC-Os01g49670
EVM0032630	LOC-Os05g05450
EVM0012159	LOC-Os01g64730
EVM0003401	LOC-Os03g04980
EVM0030897	LOC-Os02g52860
EVM0036068	LOC-Os07g38960
EVM0005152	LOC-Os12g02589
EVM0029999	LOC-Os03g07120
EVM0003351	LOC-Os04g01160
EVM0007042	LOC-Os01g72220
EVM0011867	LOC-Os06g06180
EVM0013737	LOC-Os12g01540
EVM0034603	LOC-Os04g31340
EVM0027265	LOC-Os01g10340
EVM0003547	LOC-Os04g44750
EVM0014703	LOC-Os10g35150
EVM0009289	LOC-Os06g03770
EVM0027254	LOC-Os04g51240
EVM0012383	LOC-Os03g63560
EVM0022786	LOC-Os05g41390
EVM0031465	LOC-Os11g39220
EVM0025427	LOC-Os09g12720
EVM0020791	LOC-Os01g01740
EVM0014794	LOC-Os02g44010
EVM0029218	LOC-Os04g49580
EVM0006359	LOC-Os05g38570
EVM0028493	LOC-Os04g51960
EVM0022918	LOC-Os01g61640
EVM0019406	LOC-Os07g49470
EVM0036484	LOC-Os09g03600
EVM0015827	LOC-Os04g35290
EVM0024880	LOC-Os10g18220
EVM0018181	LOC-Os08g39160
EVM0015956	LOC-Os12g15590
EVM0020769	LOC-Os01g61980
EVM0035695	LOC-Os02g58660
EVM0028606	LOC-Os02g24612
EVM0015731	LOC-Os09g38330
EVM0001260	LOC-Os01g65940
EVM0004185	LOC-Os07g38060
EVM0007018	LOC-Os01g50160
EVM0011597	LOC-Os01g50760
EVM0023462	LOC-Os08g41710
EVM0004561	LOC-Os08g33082
EVM0030388	LOC-Os10g27280
EVM0017989	LOC-Os08g06344
EVM0035658	LOC-Os04g46580
EVM0033583	LOC-Os06g06320
EVM0022930	LOC-Os10g29530
EVM0007994	LOC-Os12g38000
EVM0009867	LOC-Os03g46260
EVM0007945	LOC-Os02g35760
EVM0009464	LOC-Os05g48260
EVM0031809	LOC-Os07g38610
EVM0013746	LOC-Os08g04110
EVM0012255	LOC-Os02g55980
EVM0033441	LOC-Os03g31740
EVM0000901	LOC-Os08g34140
EVM0014890	LOC-Os03g06760
EVM0024311	LOC-Os07g29450
EVM0033430	LOC-Os12g35630
EVM0007404	LOC-Os05g48230
EVM0003414	LOC-Os09g32740
EVM0031041	LOC-Os02g47940
EVM0015829	LOC-Os03g48000
EVM0024487	LOC-Os12g40450
EVM0005554	LOC-Os01g03110
EVM0020690	LOC-Os02g10640
EVM0030438	LOC-Os03g55850
EVM0001982	LOC-Os01g65330
EVM0029389	LOC-Os12g42310
EVM0022415	LOC-Os02g57800
EVM0004432	LOC-Os10g25430
EVM0033204	LOC-Os05g43830
EVM0010432	LOC-Os05g04370
EVM0021472	LOC-Os07g09720
EVM0016217	LOC-Os02g44370
EVM0025042	LOC-Os04g16732
EVM0023578	LOC-Os02g57030
EVM0027591	LOC-Os08g03682
EVM0015965	LOC-Os08g17784
EVM0009218	LOC-Os01g68330
EVM0008773	LOC-Os06g20500
EVM0011794	LOC-Os01g65600
EVM0026301	LOC-Os04g45460
EVM0012698	LOC-Os03g58340
EVM0014960	LOC-Os01g66120
EVM0023859	LOC-Os02g02360
EVM0019907	LOC-Os04g28010
EVM0023656	LOC-Os09g25640
EVM0004704	LOC-Os06g14740
EVM0037304	LOC-Os02g48360
EVM0021306	LOC-Os07g05560
EVM0014006	LOC-Os02g54510
EVM0014348	LOC-Os09g36200
EVM0006559	LOC-Os03g55870
EVM0003205	LOC-Os06g43170
EVM0009802	LOC-Os03g12414
EVM0012443	LOC-Os12g03990
EVM0002030	LOC-Os01g24480
EVM0035770	LOC-Os04g32580
EVM0034183	LOC-Os06g05070
EVM0027558	LOC-Os10g37330
EVM0036347	LOC-Os06g17390
EVM0002658	LOC-Os08g05570
EVM0009502	LOC-Os12g15440
EVM0005694	LOC-Os10g42660
EVM0000446	LOC-Os11g02630
EVM0036078	LOC-Os02g21460
EVM0014103	LOC-Os02g05660
EVM0010668	LOC-Os05g09640
EVM0007122	LOC-Os03g59280
EVM0020707	LOC-Os09g34960
EVM0005336	LOC-Os04g55050
EVM0016343	LOC-Os01g13430
EVM0009125	LOC-Os12g35030
EVM0011158	LOC-Os03g60870
EVM0009939	LOC-Os10g38970
EVM0000140	LOC-Os05g11090
EVM0016523	LOC-Os03g12660
EVM0004493	LOC-Os03g43890
EVM0005556	LOC-Os03g57870
EVM0012789	LOC-Os03g40070
EVM0009395	LOC-Os06g37430
EVM0009638	LOC-Os01g66510
EVM0033499	LOC-Os09g03620
EVM0030986	LOC-Os06g48060
EVM0002078	LOC-Os03g24460
EVM0035064	LOC-Os01g51010
EVM0015921	LOC-Os01g61400
EVM0014697	LOC-Os05g41795
EVM0016599	LOC-Os05g35274
EVM0034088	LOC-Os04g48490
EVM0011056	LOC-Os10g42430
EVM0030437	LOC-Os02g19804
EVM0029008	LOC-Os08g06100
EVM0003355	LOC-Os03g54770
EVM0026642	LOC-Os06g06040
EVM0020282	LOC-Os05g07860
EVM0030640	LOC-Os02g50930
EVM0000581	LOC-Os07g07580
EVM0032071	LOC-Os07g43360
EVM0028351	LOC-Os11g43980
EVM0008829	LOC-Os03g45710
EVM0015593	LOC-Os07g47490
EVM0021647	LOC-Os12g02760
EVM0026199	LOC-Os05g45890
EVM0022670	LOC-Os02g06340
EVM0032091	LOC-Os01g12230
EVM0015174	LOC-Os01g62370
EVM0012023	LOC-Os01g34390
EVM0010914	LOC-Os06g01320
EVM0017247	LOC-Os02g29530
EVM0033460	LOC-Os12g41810
EVM0022962	LOC-Os01g48380
EVM0018441	LOC-Os03g56320
EVM0028954	LOC-Os03g49180
EVM0016278	LOC-Os03g53280
EVM0031939	LOC-Os03g58920
EVM0026878	LOC-Os04g37810
EVM0013642	LOC-Os02g01230
EVM0031513	LOC-Os09g21210
EVM0002331	LOC-Os07g27490
EVM0036503	LOC-Os01g73000
EVM0021372	LOC-Os12g37390
EVM0027885	LOC-Os07g37350
EVM0000225	LOC-Os01g04160
EVM0010738	LOC-Os01g49470
EVM0028185	LOC-Os03g56460
EVM0023897	LOC-Os05g35650
EVM0004091	LOC-Os01g11946
EVM0003885	LOC-Os08g43530
EVM0017064	LOC-Os04g34450
EVM0031145	LOC-Os10g07538
EVM0035062	LOC-Os10g06720
EVM0020817	LOC-Os08g29660
EVM0030192	LOC-Os01g56630
EVM0028981	LOC-Os03g03910
EVM0025071	LOC-Os09g32800
EVM0016264	LOC-Os05g44340
EVM0023930	LOC-Os02g42890
EVM0023620	LOC-Os03g50430
EVM0022901	LOC-Os06g38970
EVM0023352	LOC-Os01g68370
EVM0027773	LOC-Os02g48980
EVM0021979	LOC-Os03g38000
EVM0008011	LOC-Os08g10600
EVM0035932	LOC-Os04g43140
EVM0021806	LOC-Os07g13770
EVM0002910	LOC-Os02g20160
EVM0036896	LOC-Os02g28040
EVM0009689	LOC-Os05g06690
EVM0029928	LOC-Os01g15630
EVM0034897	LOC-Os06g42220
EVM0010991	LOC-Os10g26990
EVM0011262	LOC-Os03g43510
EVM0010058	LOC-Os09g36190
EVM0012182	LOC-Os05g02490
EVM0029769	LOC-Os07g32460
EVM0025340	LOC-Os10g32710
EVM0013330	LOC-Os08g33900
EVM0021043	LOC-Os02g49700
EVM0008737	LOC-Os09g07300
EVM0035860	LOC-Os06g45500
EVM0000477	LOC-Os05g12490
EVM0033595	LOC-Os02g58250
EVM0018419	LOC-Os12g31460
EVM0006654	LOC-Os08g34760
EVM0026948	LOC-Os02g44654
EVM0012675	LOC-Os08g38700
EVM0021092	LOC-Os09g28050
EVM0012016	LOC-Os08g25624
EVM0012721	LOC-Os01g03890
EVM0011172	LOC-Os06g01400
EVM0005609	LOC-Os12g04270
EVM0027421	LOC-Os01g07310
EVM0034021	LOC-Os01g19490
EVM0021219	LOC-Os01g17020
EVM0014943	LOC-Os03g24930
EVM0022889	LOC-Os01g03500
EVM0007678	LOC-Os05g31040
EVM0036400	LOC-Os11g09280
EVM0025055	LOC-Os10g27060
EVM0014869	LOC-Os01g06580
EVM0000367	LOC-Os02g03760
EVM0026368	LOC-Os09g32100
EVM0009887	LOC-Os03g10460
EVM0013617	LOC-Os05g44810
EVM0001386	LOC-Os05g50890
EVM0028581	LOC-Os04g55720
EVM0019177	LOC-Os04g15800
EVM0022734	LOC-Os03g13490
EVM0023348	LOC-Os06g47300
EVM0033567	LOC-Os08g40580
EVM0002137	LOC-Os04g02910
EVM0003791	LOC-Os01g62800
EVM0022638	LOC-Os12g38880
EVM0024497	LOC-Os01g51020
EVM0011714	LOC-Os07g48500
EVM0000631	LOC-Os04g55620
EVM0015755	LOC-Os03g12260
EVM0025065	LOC-Os02g55300
EVM0021212	LOC-Os01g42970
EVM0009644	LOC-Os01g12530
EVM0028426	LOC-Os04g39090
EVM0009816	LOC-Os02g18850
EVM0011519	LOC-Os03g48030
EVM0014701	LOC-Os03g56590
EVM0021278	LOC-Os09g01630
EVM0006424	LOC-Os08g34550
EVM0015881	LOC-Os01g07340
EVM0018750	LOC-Os07g44640
EVM0009763	LOC-Os08g06630
EVM0001464	LOC-Os04g25410
EVM0022395	LOC-Os03g60960
EVM0004486	LOC-Os06g29790
EVM0034361	LOC-Os02g25780
EVM0001306	LOC-Os05g51620
EVM0005794	LOC-Os02g47800
EVM0017913	LOC-Os11g25780
EVM0005532	LOC-Os01g42820
EVM0004706	LOC-Os02g01480
EVM0003655	LOC-Os10g41190
EVM0009231	LOC-Os01g45070
EVM0004271	LOC-Os01g57066
EVM0016367	LOC-Os05g47840
EVM0008549	LOC-Os09g32320
EVM0000947	LOC-Os07g06080
EVM0036381	LOC-Os10g41710
EVM0006062	LOC-Os10g37180
EVM0012855	LOC-Os05g34470
EVM0015970	LOC-Os03g59220
EVM0032984	LOC-Os03g62790
EVM0001311	LOC-Os03g22330
EVM0002335	LOC-Os02g02040
EVM0019728	LOC-Os04g16820
EVM0017354	LOC-Os04g58350
EVM0032123	LOC-Os02g45890
EVM0004547	LOC-Os06g25250
EVM0007761	LOC-Os03g32620
EVM0005497	LOC-Os05g41810
EVM0013863	LOC-Os05g18850
EVM0029420	LOC-Os06g12410
EVM0024028	LOC-Os02g53500
EVM0007317	LOC-Os11g07910
EVM0024892	LOC-Os04g35650
EVM0031369	LOC-Os05g01940
EVM0019603	LOC-Os01g37510
EVM0021576	LOC-Os09g25330
EVM0013497	LOC-Os09g38350
EVM0010758	LOC-Os05g49070
EVM0026248	LOC-Os02g38300
EVM0025607	LOC-Os03g39020
EVM0035861	LOC-Os04g47700
EVM0026843	LOC-Os03g11510
EVM0030118	LOC-Os06g08670
EVM0037323	LOC-Os05g43582
EVM0026254	LOC-Os01g59980
EVM0028350	LOC-Os06g47294
EVM0008338	LOC-Os07g38620
EVM0028314	LOC-Os03g57880
EVM0031176	LOC-Os06g46434
EVM0024445	LOC-Os11g07020
EVM0021236	LOC-Os01g40250
EVM0014371	LOC-Os03g61930
EVM0004570	LOC-Os02g35590
EVM0027840	LOC-Os01g60190
EVM0024974	LOC-Os02g07190
EVM0024432	LOC-Os05g45270
EVM0002464	LOC-Os11g02305
EVM0022187	LOC-Os06g02144
EVM0020022	LOC-Os01g57900
EVM0000958	LOC-Os05g48840
EVM0019208	LOC-Os04g38430
EVM0014641	LOC-Os04g16764
EVM0008407	LOC-Os03g06620
EVM0024832	LOC-Os09g29404
EVM0009827	LOC-Os02g48820
EVM0017306	LOC-Os06g48530
EVM0002837	LOC-Os03g19530
EVM0033183	LOC-Os07g49210
EVM0033804	LOC-Os07g16800
EVM0005484	LOC-Os03g50880
EVM0014636	LOC-Os03g58930
EVM0007484	LOC-Os02g04740
EVM0024575	LOC-Os10g35644
EVM0029274	LOC-Os10g21312
EVM0025748	LOC-Os07g42600
EVM0028962	LOC-Os09g20010
EVM0009892	LOC-Os04g47906
EVM0034484	LOC-Os02g34540
EVM0014828	LOC-Os01g63780
EVM0025965	LOC-Os03g38990
EVM0008977	LOC-Os04g55500
EVM0000448	LOC-Os04g49570
EVM0028486	LOC-Os01g32880
EVM0003299	LOC-Os10g14180
EVM0028678	LOC-Os02g10820
EVM0029169	LOC-Os08g33650
EVM0009224	LOC-Os08g01630
EVM0015544	LOC-Os04g51120
EVM0023318	LOC-Os01g43380
EVM0030894	LOC-Os08g09270
EVM0015674	LOC-Os04g54340
EVM0012831	LOC-Os12g22030
EVM0010903	LOC-Os02g10760
EVM0028515	LOC-Os02g09530
EVM0005005	LOC-Os02g39630
EVM0006425	LOC-Os07g14100
EVM0016853	LOC-Os02g36500
EVM0015751	LOC-Os07g11060
EVM0012529	LOC-Os02g35500
EVM0014575	LOC-Os04g35100
EVM0018216	LOC-Os04g47270
EVM0013035	LOC-Os01g44970
EVM0024554	LOC-Os04g55250
EVM0002614	LOC-Os11g37670
EVM0003919	LOC-Os02g56300
EVM0037032	LOC-Os03g59070
EVM0017969	LOC-Os01g38620
EVM0017253	LOC-Os07g31610
EVM0025915	LOC-Os09g25550
EVM0001033	LOC-Os05g24150
EVM0029839	LOC-Os08g36820
EVM0023160	LOC-Os02g48780
EVM0036343	LOC-Os01g46720
EVM0025448	LOC-Os10g32960
EVM0030304	LOC-Os03g53310
EVM0000813	LOC-Os10g35130
EVM0029462	LOC-Os03g27019
EVM0012772	LOC-Os11g35090
EVM0024686	LOC-Os02g40000
EVM0006884	LOC-Os09g20880
EVM0028079	LOC-Os05g48150
EVM0004143	LOC-Os12g18140
EVM0033030	LOC-Os01g41660
EVM0024357	LOC-Os07g38840
EVM0025664	LOC-Os01g14960
EVM0019058	LOC-Os03g01830
EVM0003436	LOC-Os12g40540
EVM0026438	LOC-Os08g42080
EVM0008207	LOC-Os01g04230
EVM0012648	LOC-Os12g40190
EVM0033222	LOC-Os07g12220
EVM0004329	LOC-Os06g19470
EVM0031069	LOC-Os03g42110
EVM0015479	LOC-Os03g12680
EVM0003156	LOC-Os01g06640
EVM0007049	LOC-Os06g44380
EVM0015770	LOC-Os11g01270
EVM0003013	LOC-Os11g07280
EVM0033392	LOC-Os04g32050
EVM0007286	LOC-Os07g29320
EVM0018315	LOC-Os07g41330
