EVM0000006	AT1G44760
EVM0010667	AT3G04790
EVM0010668	AT4G29240
EVM0010673	AT5G06570
EVM0010682	AT5G58520
EVM0010686	AT5G23230
EVM0010687	AT2G06990
EVM0010692	AT3G13850
EVM0010694	AT4G18010
EVM0010699	AT1G32080
EVM0010706	AT4G02350
EVM0010708	AT5G38520
EVM0010724	AT1G13330
EVM0010729	AT3G06440
EVM0010730	AT1G45160
EVM0010733	AT3G59310
EVM0010736	AT3G15670
EVM0010737	AT5G51960
EVM0010739	AT3G61170
EVM0010740	AT1G31830
EVM0010742	AT2G26460
EVM0010745	AT1G08570
EVM0010752	AT1G12470
EVM0010754	AT3G02460
EVM0010758	AT1G61000
EVM0010759	AT4G19010
EVM0010762	AT2G05160
EVM0010763	AT1G48460
EVM0010764	AT3G20660
EVM0010768	AT3G50860
EVM0010775	AT5G46220
EVM0010778	AT5G22050
EVM0010783	AT3G12900
EVM0010787	AT1G34630
EVM0010789	AT5G14620
EVM0010795	AT2G32520
EVM0010796	AT4G35640
EVM0010799	AT5G43100
EVM0010807	AT5G41610
EVM0010808	AT4G02920
EVM0010809	AT5G11350
EVM0010815	AT3G17790
EVM0010816	AT5G27240
EVM0010817	AT5G17920
EVM0010818	AT1G61680
EVM0010825	AT2G34900
EVM0010826	AT5G13820
EVM0010828	AT4G15550
EVM0010830	AT1G75460
EVM0010837	AT5G22320
EVM0010841	AT4G09320
EVM0010843	AT4G30710
EVM0010848	AT1G14630
EVM0010856	AT3G61730
EVM0010857	AT3G60080
EVM0010863	AT1G09330
EVM0010866	AT2G46560
EVM0010868	AT4G32910
EVM0010870	AT4G39150
EVM0010874	AT5G14550
EVM0010875	AT1G60810
EVM0010878	AT5G45920
EVM0010881	AT2G38120
EVM0010889	AT1G09580
EVM0010890	AT5G51560
EVM0010892	AT3G54000
EVM0010894	AT1G01090
EVM0010896	AT2G01350
EVM0010898	AT2G14825
EVM0010899	AT5G19400
EVM0010902	AT5G56240
EVM0010903	AT1G15360
EVM0010909	AT1G53920
EVM0010910	AT1G70140
EVM0010912	AT3G27930
EVM0010914	AT1G08060
EVM0010920	AT5G11430
EVM0010922	AT5G14090
EVM0010925	AT1G75790
EVM0010927	AT1G72090
EVM0010931	AT3G53850
EVM0010933	AT2G16710
EVM0010938	AT3G60360
EVM0010939	AT1G75720
EVM0010940	AT1G49290
EVM0010941	AT1G62790
EVM0010946	AT3G44880
EVM0010947	AT1G17230
EVM0010953	AT5G58890
EVM0010955	AT4G29080
EVM0010964	AT5G09790
EVM0010965	AT5G54730
EVM0010966	AT5G54780
EVM0010967	AT5G19370
EVM0010971	AT2G41200
EVM0010974	AT2G19430
EVM0010975	AT3G49690
EVM0010977	AT5G16250
EVM0010979	AT2G46870
EVM0010983	AT4G01995
EVM0010985	AT2G37590
EVM0010986	AT1G01690
EVM0010991	AT1G55270
EVM0010992	AT5G05200
EVM0010993	AT1G01370
EVM0010994	AT4G40020
EVM0010999	AT1G55690
EVM0011000	AT4G33630
EVM0011001	AT2G30105
EVM0011002	AT4G29420
EVM0011008	AT4G24750
EVM0011009	AT4G09670
EVM0011010	AT2G10940
EVM0011011	AT3G45290
EVM0011023	AT2G40110
EVM0011028	AT2G19385
EVM0011029	AT1G02970
EVM0011032	AT4G33580
EVM0011033	AT1G14290
EVM0011036	AT5G40200
EVM0011037	AT4G27720
EVM0011039	AT1G03140
EVM0011041	AT1G79750
EVM0011043	AT4G21500
EVM0011051	AT2G45400
EVM0011056	AT1G32640
EVM0011057	AT2G45340
EVM0011060	AT1G12460
EVM0011065	AT1G64660
EVM0011066	AT2G42200
EVM0011069	AT1G69588
EVM0011073	AT4G34310
EVM0011074	AT1G66470
EVM0011077	AT1G22040
EVM0011078	AT2G28190
EVM0011079	AT1G57600
EVM0011081	AT5G10160
EVM0011082	AT2G04160
EVM0011090	AT5G47180
EVM0011093	AT4G18770
EVM0011096	AT3G58180
EVM0011103	AT1G09660
EVM0011105	AT5G56850
EVM0011110	AT1G75420
EVM0011114	AT2G46820
EVM0011119	AT5G60600
EVM0011120	AT5G51300
EVM0011122	AT3G20800
EVM0011123	AT5G41120
EVM0011125	AT5G07980
EVM0011126	AT4G22150
EVM0011129	AT5G62910
EVM0011131	AT1G21640
EVM0011134	AT5G35390
EVM0011135	AT2G22780
EVM0011137	AT3G25410
EVM0011146	AT1G53290
EVM0011150	AT5G56360
EVM0011153	AT1G02140
EVM0011154	AT1G11390
EVM0011155	AT1G70260
EVM0011156	AT5G45590
EVM0011157	AT2G07689
EVM0011158	AT1G07410
EVM0011159	AT3G15510
EVM0011164	AT3G46450
EVM0011171	AT1G43760
EVM0011172	AT3G48110
EVM0011174	AT1G20580
EVM0011175	AT3G50420
EVM0011178	AT3G21630
EVM0011179	AT3G45880
EVM0011184	AT2G38730
EVM0011185	AT4G02100
EVM0011186	AT1G47830
EVM0011187	AT5G02070
EVM0011188	AT4G21670
EVM0011190	AT5G61910
EVM0011191	AT4G09730
EVM0011192	AT4G15530
EVM0011206	AT2G40470
EVM0011208	AT4G18593
EVM0011212	AT5G58220
EVM0011213	AT3G07810
EVM0011214	AT1G64310
EVM0011217	AT4G14147
EVM0011222	AT2G02410
EVM0011223	AT3G49250
EVM0011224	AT2G42500
EVM0011229	AT3G26700
EVM0011230	AT1G76280
EVM0011232	AT1G75690
EVM0011235	AT3G10870
EVM0011236	AT3G03070
EVM0011237	AT2G16860
EVM0011243	ATCG00280
EVM0011246	AT4G09620
EVM0011247	AT2G26080
EVM0011260	AT4G13870
EVM0011261	AT2G43110
EVM0011262	AT3G22810
EVM0011263	AT2G33180
EVM0011265	AT1G30190
EVM0011268	AT3G24330
EVM0011269	AT5G06600
EVM0011273	AT3G42960
EVM0011276	AT1G62850
EVM0011277	AT5G40250
EVM0011278	AT5G17330
EVM0011281	AT4G05230
EVM0011283	AT4G10040
EVM0011291	AT4G24730
EVM0011295	AT3G51010
EVM0011299	AT2G41990
EVM0011304	AT1G74470
EVM0011306	AT2G25605
EVM0011309	AT1G58290
EVM0011313	AT2G33820
EVM0011315	AT1G69390
EVM0011318	AT3G44680
EVM0011319	AT1G06150
EVM0011327	AT5G22120
EVM0011328	AT2G39740
EVM0011333	AT1G53880
EVM0011336	AT1G54380
EVM0011342	AT1G15440
EVM0011351	AT4G26000
EVM0011360	AT1G16330
EVM0011363	AT5G58740
EVM0011369	AT5G38700
EVM0011372	AT4G14920
EVM0011373	AT5G49030
EVM0011374	AT3G20490
EVM0011376	AT1G47128
EVM0011377	AT5G56930
EVM0011381	AT1G17530
EVM0011388	AT5G24610
EVM0011389	AT3G23920
EVM0011391	AT1G04360
EVM0011392	AT3G24730
EVM0011400	AT5G03455
EVM0011406	AT3G16785
EVM0011408	AT5G53900
EVM0011410	AT1G74070
EVM0011412	AT4G03560
EVM0011413	AT4G33880
EVM0011414	AT5G04620
EVM0011415	AT3G32930
EVM0011416	AT4G04330
EVM0011422	AT3G07020
EVM0011424	AT5G03795
EVM0011427	AT5G48390
EVM0011429	AT5G20620
EVM0011437	AT2G04220
EVM0011440	AT3G06330
EVM0011443	AT5G27540
EVM0011444	AT3G56140
EVM0011447	AT1G53270
EVM0011454	AT1G63970
EVM0011457	AT2G27020
EVM0011459	AT4G37470
EVM0011460	AT2G14960
EVM0011465	AT4G19645
EVM0011466	AT1G09812
EVM0011470	AT4G25130
EVM0011472	AT4G13360
EVM0011479	AT3G04680
EVM0011481	AT1G65840
EVM0011486	AT4G04670
EVM0011487	AT1G61870
EVM0011492	AT1G02730
EVM0011494	AT4G21740
EVM0011498	AT3G20720
EVM0011505	AT4G33950
EVM0011509	AT1G49780
EVM0011519	AT5G62720
EVM0011521	AT1G10095
EVM0011522	AT4G16180
EVM0011524	AT2G27770
EVM0011531	AT2G23970
EVM0011532	AT5G16600
EVM0011534	AT5G17160
EVM0011535	AT2G01870
EVM0011546	AT5G45860
EVM0011549	AT2G17120
EVM0011554	AT3G02650
EVM0011559	AT1G04010
EVM0011564	AT1G34245
EVM0011568	AT3G25500
EVM0011569	AT5G09810
EVM0011571	AT1G80450
EVM0011573	AT1G79460
EVM0011577	AT3G50430
EVM0011580	AT1G16780
EVM0011586	AT4G29460
EVM0011590	AT3G53540
EVM0011592	AT5G52880
EVM0011599	AT5G67500
EVM0011600	AT3G23750
EVM0011602	AT1G71380
EVM0011603	AT1G53035
EVM0011607	AT5G45700
EVM0011612	AT1G34430
EVM0011613	AT5G38430
EVM0011614	AT1G75060
EVM0011617	AT1G13340
EVM0011620	AT3G43230
EVM0011629	AT1G18740
EVM0011632	AT2G46580
EVM0011633	AT3G17040
EVM0011636	AT5G10170
EVM0011637	AT5G12370
EVM0011639	AT2G30695
EVM0011640	AT1G13040
EVM0011641	AT5G48740
EVM0011643	AT2G36660
EVM0011644	AT4G30810
EVM0011645	AT4G13090
EVM0011647	AT4G31940
EVM0011649	AT3G09150
EVM0011651	AT2G17140
EVM0011652	AT1G21460
EVM0011655	AT1G15290
EVM0011664	AT3G14330
EVM0011667	AT5G28060
EVM0011672	AT3G25150
EVM0011673	AT4G08900
EVM0011689	AT2G21580
EVM0011696	AT1G09760
EVM0011701	AT2G41490
EVM0011706	AT2G46040
EVM0011711	AT4G14770
EVM0011713	AT5G60900
EVM0011714	AT2G39050
EVM0011715	AT2G28050
EVM0011716	AT1G73340
EVM0011719	AT3G10650
EVM0011723	AT2G34090
EVM0011724	AT2G06510
EVM0011727	AT3G04870
EVM0011729	AT5G64580
EVM0011733	AT4G36220
EVM0011735	AT1G79830
EVM0011741	AT2G45600
EVM0011742	AT1G03560
EVM0011745	AT2G34660
EVM0011746	AT3G03120
EVM0011753	AT3G17220
EVM0011755	AT3G10572
EVM0011756	AT4G21705
EVM0011758	AT1G48110
EVM0011763	AT2G43500
EVM0011765	AT3G47800
EVM0011770	AT5G56450
EVM0011772	AT1G08810
EVM0011775	AT3G52090
EVM0011779	AT5G64030
EVM0011781	AT2G02955
EVM0011782	AT3G49870
EVM0011785	AT3G51530
EVM0011787	AT4G28990
EVM0011789	AT2G38420
EVM0011790	AT4G24160
EVM0011791	AT3G18410
EVM0011793	AT5G15310
EVM0011794	AT1G33420
EVM0011796	AT2G05755
EVM0011797	AT5G06490
EVM0011805	AT3G58190
EVM0011808	AT4G39420
EVM0011810	AT2G34470
EVM0011813	AT1G75810
EVM0011814	AT2G46550
EVM0011818	AT4G25340
EVM0011826	AT2G16600
EVM0011829	AT1G73430
EVM0011831	AT5G58330
EVM0011832	AT3G16240
EVM0011834	AT3G05600
EVM0011838	AT3G23250
EVM0011840	AT5G15010
EVM0011843	AT5G50990
EVM0011845	AT5G56960
EVM0011854	AT2G38100
EVM0011866	AT4G33460
EVM0011867	AT1G28680
EVM0011874	AT2G32480
EVM0011879	AT1G44770
EVM0011889	AT1G23360
EVM0011891	AT5G61840
EVM0011893	AT4G33760
EVM0011897	AT1G12680
EVM0011898	AT3G04780
EVM0011899	AT1G48480
EVM0011901	AT3G14390
EVM0011902	AT1G07230
EVM0011905	AT3G42660
EVM0011907	AT4G05410
EVM0011908	AT5G58370
EVM0011909	AT4G32830
EVM0011910	AT1G79350
EVM0011912	AT5G22100
EVM0011914	AT2G35760
EVM0011916	AT1G28590
EVM0011917	AT5G18860
EVM0011920	AT4G35870
EVM0011921	AT1G67490
EVM0011924	AT3G16260
EVM0011934	AT5G58960
EVM0011935	AT1G14550
EVM0011936	AT5G60250
EVM0011937	AT1G79860
EVM0011943	AT1G53240
EVM0011944	AT3G47450
EVM0011946	AT5G47660
EVM0011948	AT1G32730
EVM0011950	AT5G08335
EVM0011952	AT2G38800
EVM0011954	AT5G51170
EVM0011959	AT1G13780
EVM0011960	AT2G27290
EVM0011966	AT1G01430
EVM0011967	AT1G61415
EVM0011970	AT4G13420
EVM0011971	AT4G28260
EVM0011981	AT1G76210
EVM0011982	AT4G37640
EVM0011983	AT1G18040
EVM0011984	AT1G05190
EVM0011985	AT5G46390
EVM0011986	AT5G57410
EVM0011987	AT5G10390
EVM0011989	AT5G49930
EVM0011991	AT1G17980
EVM0011994	AT4G19440
EVM0011996	AT5G66960
EVM0012003	AT3G49100
EVM0012004	AT2G27090
EVM0012009	AT3G23990
EVM0012013	AT3G24430
EVM0012016	AT5G33320
EVM0012018	AT1G61080
EVM0012020	AT5G45910
EVM0012023	AT2G44520
EVM0012026	AT3G11945
EVM0012031	AT1G50140
EVM0012034	AT5G02370
EVM0012035	AT1G58070
EVM0012040	AT5G60160
EVM0012042	AT1G69830
EVM0012043	AT5G40770
EVM0012046	AT4G21150
EVM0012050	AT2G39380
EVM0012053	AT3G28030
EVM0012054	AT3G14760
EVM0012055	AT1G14810
EVM0012062	AT2G40410
EVM0012065	AT1G20925
EVM0012066	AT3G17510
EVM0012068	AT4G35730
EVM0012069	AT1G76570
EVM0012070	AT1G67900
EVM0012071	AT4G15560
EVM0012074	AT5G26880
EVM0012080	AT2G24990
EVM0012086	AT5G64300
EVM0012088	AT5G58060
EVM0012090	AT1G70630
EVM0012095	AT5G65290
EVM0012102	AT5G18570
EVM0012103	AT3G18370
EVM0012107	AT4G35240
EVM0012110	AT5G45300
EVM0012118	AT1G03760
EVM0012120	AT3G02220
EVM0012121	AT5G04660
EVM0012122	AT2G44190
EVM0012124	AT5G19970
EVM0012128	AT3G58590
EVM0012131	AT5G26040
EVM0012141	AT1G32360
EVM0012143	AT3G57670
EVM0012147	AT3G43210
EVM0012148	AT2G37540
EVM0012149	AT2G31320
EVM0012156	AT4G33470
EVM0012158	AT5G42240
EVM0012159	AT5G44080
EVM0012161	AT4G37080
EVM0012163	AT1G63700
EVM0012167	AT1G71080
EVM0012169	AT1G54570
EVM0012175	AT3G47550
EVM0012182	AT5G59740
EVM0012185	AT5G40760
EVM0012188	AT5G39960
EVM0012190	AT3G58580
EVM0012194	AT5G10780
EVM0012195	AT5G59560
EVM0012197	AT4G24530
EVM0012200	AT1G16040
EVM0012202	AT5G23300
EVM0012203	AT1G01300
EVM0012204	AT2G23640
EVM0012209	AT1G63250
EVM0012211	AT5G06680
EVM0012214	AT5G57035
EVM0012221	AT1G63460
EVM0012224	AT5G39380
EVM0012226	AT3G45260
EVM0012229	AT2G44480
EVM0012235	AT5G57480
EVM0012236	AT5G04530
EVM0012240	AT4G00490
EVM0012242	AT4G16310
EVM0012247	AT5G14100
EVM0012253	AT4G05430
EVM0012254	AT2G41380
EVM0012255	AT1G32410
EVM0012256	AT3G63270
EVM0012261	AT2G25690
EVM0012262	AT5G54830
EVM0012266	AT3G59920
EVM0012267	AT5G44230
EVM0012270	AT3G22320
EVM0012276	AT1G64080
EVM0012280	AT5G58160
EVM0012282	AT1G67280
EVM0012287	AT2G39190
EVM0012291	AT1G29750
EVM0012297	AT4G14880
EVM0012301	AT4G28140
EVM0012302	AT3G08890
EVM0012304	AT5G57590
EVM0012309	AT3G60690
EVM0012311	AT2G36840
EVM0012315	AT4G32430
EVM0012319	AT1G14220
EVM0012320	AT4G30920
EVM0012321	AT2G39840
EVM0012325	AT3G59350
EVM0012326	AT4G35880
EVM0012331	AT3G08820
EVM0012360	AT1G68260
EVM0012361	AT3G07860
EVM0012363	AT3G18380
EVM0012366	AT5G55830
EVM0012370	AT4G02460
EVM0012371	AT3G23360
EVM0012375	AT5G13430
EVM0012383	AT4G25270
EVM0012389	AT5G64660
EVM0012390	AT1G79390
EVM0012393	AT4G35770
EVM0012399	AT3G53810
EVM0012400	AT5G54310
EVM0012408	AT2G24220
EVM0012417	AT3G30300
EVM0012422	AT3G01860
EVM0012423	AT1G17070
EVM0012427	AT2G25530
EVM0012435	AT5G43810
EVM0012437	AT4G33040
EVM0012438	AT1G70560
EVM0012439	AT1G12990
EVM0012444	AT4G13350
EVM0012455	AT4G04950
EVM0012459	AT5G53330
EVM0012460	AT3G58530
EVM0012462	AT5G53060
EVM0012463	AT1G27980
EVM0012466	AT5G55760
EVM0012467	AT1G18850
EVM0012468	AT4G24610
EVM0012470	AT5G22510
EVM0012472	AT1G13960
EVM0012473	AT3G05510
EVM0012477	AT4G23430
EVM0012478	AT4G19040
EVM0012479	AT5G08130
EVM0012480	AT3G27325
EVM0012482	AT4G38140
EVM0012485	AT2G34750
EVM0012498	AT2G25710
EVM0012504	AT5G03730
EVM0012505	AT5G12860
EVM0012506	AT5G58110
EVM0012512	AT5G43670
EVM0012513	AT1G10380
EVM0012521	AT2G38780
EVM0012523	AT2G46570
EVM0012524	AT3G29170
EVM0012527	AT3G17310
EVM0012529	AT3G25530
EVM0012532	AT4G26020
EVM0012535	AT1G04110
EVM0012540	AT3G12160
EVM0012541	AT2G38330
EVM0012542	AT3G06890
EVM0012548	AT4G00905
EVM0012552	AT4G39810
EVM0012555	AT1G37130
EVM0012556	AT4G00840
EVM0012561	AT3G27000
EVM0012564	AT5G17190
EVM0012569	AT1G17680
EVM0012570	AT1G08750
EVM0012571	AT2G44850
EVM0012577	AT5G09400
EVM0012578	AT2G38090
EVM0012580	AT4G10340
EVM0012581	AT3G46290
EVM0012583	AT5G14370
EVM0012584	AT3G25690
EVM0012586	AT5G06370
EVM0012587	AT5G19890
EVM0012588	AT1G28340
EVM0012591	AT5G03790
EVM0012600	AT1G53840
EVM0012605	AT5G23520
EVM0012608	AT3G62620
EVM0012611	AT5G57000
EVM0012616	AT4G25320
EVM0012619	AT4G29790
EVM0012621	AT5G48170
EVM0012622	AT4G31750
EVM0012625	AT2G02990
EVM0012627	AT4G28390
EVM0012630	AT3G25980
EVM0012636	AT5G46420
EVM0012637	AT2G18260
EVM0012638	AT5G55380
EVM0012639	AT4G29890
EVM0012645	AT2G36240
EVM0012647	AT3G51130
EVM0012648	AT2G23460
EVM0012653	ATCG00680
EVM0012655	AT5G17250
EVM0012657	AT1G79220
EVM0012660	AT2G34040
EVM0012662	AT3G17380
EVM0012663	AT1G53645
EVM0012670	AT1G63450
EVM0012673	AT5G58200
EVM0012675	AT1G55760
EVM0012677	AT2G06050
EVM0012682	AT5G20850
EVM0012683	AT4G34320
EVM0012685	AT5G17590
EVM0012687	AT1G29260
EVM0012690	AT1G56110
EVM0012692	AT4G35800
EVM0012693	AT3G16520
EVM0012698	AT1G04230
EVM0012699	AT5G19620
EVM0012701	AT1G17030
EVM0012704	AT5G11270
EVM0012706	AT4G10500
EVM0012709	AT1G59740
EVM0012710	ATCG01240
EVM0012716	AT2G01060
EVM0012717	AT1G64680
EVM0012721	AT3G02550
EVM0012722	AT1G73880
EVM0012727	AT5G59950
EVM0012730	AT5G27830
EVM0012733	AT1G04650
EVM0012738	AT4G04370
EVM0012739	AT2G18460
EVM0012740	AT4G38180
EVM0012743	AT1G05000
EVM0012747	AT3G54470
EVM0012752	AT4G00870
EVM0012754	AT3G15180
EVM0012755	AT3G22250
EVM0012765	AT1G20575
EVM0012769	AT5G47850
EVM0012772	AT1G59540
EVM0012773	AT1G05950
EVM0012779	AT4G02290
EVM0012780	AT4G17040
EVM0012782	AT5G46060
EVM0012787	AT2G48070
EVM0012789	AT5G08100
EVM0012790	AT1G28390
EVM0012791	AT5G21140
EVM0012792	AT2G29760
EVM0012794	AT1G09130
EVM0012795	AT3G52940
EVM0012797	AT4G31780
EVM0012800	AT1G21080
EVM0012816	AT5G52960
EVM0012818	AT3G10600
EVM0012821	AT3G01580
EVM0012827	AT4G00525
EVM0012831	AT4G13930
EVM0012836	AT3G08760
EVM0012837	AT2G24020
EVM0012840	AT4G14350
EVM0012843	AT2G14610
EVM0012846	AT1G65580
EVM0012848	AT3G54340
EVM0012850	AT3G08980
EVM0012852	AT1G03860
EVM0012855	AT2G31840
EVM0012856	AT1G68540
EVM0012857	AT2G19560
EVM0012861	AT2G43330
EVM0012862	AT4G17350
EVM0012863	AT5G13050
EVM0012869	AT2G22420
EVM0012878	AT3G63220
EVM0012883	AT2G41460
EVM0012886	AT1G79840
EVM0012888	AT3G57300
EVM0012890	AT3G56820
EVM0012896	AT2G21710
EVM0012899	AT5G45610
EVM0012901	AT1G11050
EVM0012903	AT1G09157
EVM0012905	AT2G16270
EVM0012908	AT2G34560
EVM0012911	AT5G40240
EVM0012914	AT5G61540
EVM0012917	AT2G39000
EVM0012918	AT5G18100
EVM0012919	AT1G77060
EVM0012923	AT1G19980
EVM0012928	AT1G67830
EVM0012940	AT3G14420
EVM0012942	AT5G22030
EVM0012945	AT2G33740
EVM0012946	AT3G58120
EVM0012951	AT5G46840
EVM0012954	AT1G72040
EVM0012955	AT2G23093
EVM0012959	AT4G33780
EVM0012963	AT5G07730
EVM0012964	AT2G44670
EVM0012967	AT5G22060
EVM0012972	AT5G01650
EVM0012978	AT3G04470
EVM0012979	AT3G13320
EVM0012980	AT1G06470
EVM0012983	AT1G10120
EVM0012992	AT3G26950
EVM0012995	AT1G04760
EVM0013001	AT3G60910
EVM0013008	AT3G26100
EVM0013011	AT1G78980
EVM0013012	AT2G27040
EVM0013013	AT5G40690
EVM0013015	AT5G17380
EVM0013021	AT3G16910
EVM0013023	AT1G25682
EVM0013025	AT4G31150
EVM0013026	AT5G52630
EVM0013027	AT1G63610
EVM0013028	AT3G45140
EVM0013032	AT5G48450
EVM0013033	AT1G13450
EVM0013034	AT3G49180
EVM0013035	AT1G60590
EVM0013037	AT4G21770
EVM0013040	AT4G35280
EVM0013043	AT5G07220
EVM0013044	AT3G16850
EVM0013046	AT1G12500
EVM0013049	AT4G01560
EVM0013060	AT5G05250
EVM0013062	AT5G05490
EVM0013064	AT5G38690
EVM0013072	AT5G47435
EVM0013074	AT3G47780
EVM0013077	AT4G00560
EVM0013080	AT3G14770
EVM0013082	AT1G77810
EVM0013084	AT1G71060
EVM0013085	AT2G26930
EVM0013086	AT5G11860
EVM0013090	AT3G52490
EVM0013093	AT1G20330
EVM0013095	AT4G25940
EVM0013096	AT5G09230
EVM0013097	AT1G63990
EVM0013102	AT5G06120
EVM0013103	AT1G65910
EVM0013109	AT4G08850
EVM0013110	AT1G71860
EVM0013112	AT2G40720
EVM0013123	AT5G12950
EVM0013125	AT2G30910
EVM0013131	AT2G44870
EVM0013134	AT5G17780
EVM0013135	AT5G28740
EVM0013136	AT1G26810
EVM0013142	AT4G32360
EVM0013145	AT4G27250
EVM0013147	AT4G34460
EVM0013155	AT1G08010
EVM0013166	AT2G46050
EVM0013171	AT3G52500
EVM0013173	AT3G05910
EVM0013175	AT1G71830
EVM0013179	AT3G54850
EVM0013183	AT5G42630
EVM0013186	AT3G56370
EVM0013192	AT1G49340
EVM0013193	AT1G79800
EVM0013195	AT3G62770
EVM0013199	AT5G07080
EVM0013200	AT4G27350
EVM0013204	AT2G35630
EVM0013206	AT4G11640
EVM0013207	AT5G59840
EVM0013209	AT1G17890
EVM0013213	AT3G10420
EVM0013214	AT2G04740
EVM0013217	AT1G62660
EVM0013219	AT1G54850
EVM0013220	AT5G12430
EVM0013225	AT4G00990
EVM0013228	AT5G49210
EVM0013229	AT5G37790
EVM0013230	AT3G27925
EVM0013241	AT3G09090
EVM0013242	AT1G77170
EVM0013243	AT1G27620
EVM0013248	AT1G52155
EVM0013250	AT2G21790
EVM0013263	AT2G28080
EVM0013271	AT5G41920
EVM0013272	AT3G53630
EVM0013276	AT1G75490
EVM0013279	AT1G61100
EVM0013281	AT2G38470
EVM0013282	AT3G20170
EVM0013286	AT1G31040
EVM0013288	AT2G33040
EVM0013289	AT1G80700
EVM0013292	AT1G52780
EVM0013293	AT1G70600
EVM0013294	AT5G60960
EVM0013296	AT5G09880
EVM0013299	AT3G23240
EVM0013308	AT5G51220
EVM0013312	AT4G08630
EVM0013317	AT5G37020
EVM0013319	AT2G22570
EVM0013323	AT3G11130
EVM0013324	AT1G63120
EVM0013326	AT5G03530
EVM0013330	AT1G14270
EVM0013335	AT1G78160
EVM0013336	AT4G36740
EVM0013338	AT2G21520
EVM0013339	AT3G57120
EVM0013340	AT5G45930
EVM0013341	AT2G18850
EVM0013344	AT2G18890
EVM0013347	AT5G11700
EVM0013348	AT2G19600
EVM0013354	AT5G41410
EVM0013363	AT1G71960
EVM0013364	AT1G60780
EVM0013366	AT2G31400
EVM0013367	AT5G15280
EVM0013368	AT1G58440
EVM0013369	AT3G49990
EVM0013370	AT3G05340
EVM0013374	AT3G21620
EVM0013377	AT4G13000
EVM0013381	AT3G58030
EVM0013383	AT4G10150
EVM0013388	AT1G05010
EVM0013392	AT5G42390
EVM0013395	AT1G04620
EVM0013406	AT5G26850
EVM0013410	AT3G25805
EVM0013411	AT2G16920
EVM0013415	AT4G32850
EVM0013417	AT4G10350
EVM0013420	AT5G11150
EVM0013426	AT2G47420
EVM0013427	AT5G30510
EVM0013428	AT1G78650
EVM0013432	AT5G27400
EVM0013433	AT3G52720
EVM0013441	AT1G67550
EVM0013445	AT3G47470
EVM0013455	AT5G05980
EVM0013457	AT4G13270
EVM0013459	AT5G11680
EVM0013461	AT4G15920
EVM0013462	AT2G32280
EVM0013467	AT4G35740
EVM0013469	AT5G05480
EVM0013473	AT4G30360
EVM0013477	AT4G19540
EVM0013481	AT4G24020
EVM0013483	AT3G14920
EVM0013487	AT5G64270
EVM0013497	AT1G65880
EVM0013500	AT5G15290
EVM0013504	AT1G16830
EVM0013508	AT1G22110
EVM0013512	AT2G38770
EVM0013513	AT1G29340
EVM0013514	AT1G67740
EVM0013517	AT1G19720
EVM0013518	AT1G48420
EVM0013520	AT3G14110
EVM0013523	AT1G78530
EVM0013525	AT4G26180
EVM0013527	AT3G47530
EVM0013532	AT1G68990
EVM0013536	AT1G76630
EVM0013537	AT4G14300
EVM0013538	AT4G28200
EVM0013539	AT1G08110
EVM0013541	AT4G13690
EVM0013543	AT3G21110
EVM0013545	AT5G51180
EVM0013548	AT5G23080
EVM0013552	AT3G52780
EVM0013556	AT3G57090
EVM0013560	AT2G22660
EVM0013563	AT2G35540
EVM0013568	AT1G30680
EVM0013572	AT4G20940
EVM0013579	AT5G16010
EVM0013580	AT4G26850
EVM0013581	AT5G52520
EVM0013582	AT1G47380
EVM0013583	AT2G35980
EVM0013584	AT1G01290
EVM0013597	AT1G77370
EVM0013599	AT4G14965
EVM0013602	AT1G14900
EVM0013607	AT4G34190
EVM0013612	AT1G23890
EVM0013617	AT3G16500
EVM0013618	AT2G30080
EVM0013621	AT1G79930
EVM0013625	AT1G66370
EVM0013626	AT1G73440
EVM0013629	AT3G59090
EVM0013633	AT4G10260
EVM0013634	AT1G80580
EVM0013635	AT2G38060
EVM0013637	AT1G04920
EVM0013642	AT1G64880
EVM0013647	AT4G25780
EVM0013649	AT3G23200
EVM0013652	AT2G47850
EVM0013662	AT4G03220
EVM0013664	AT1G13530
EVM0013666	AT1G70230
EVM0013667	AT4G01710
EVM0013677	AT3G28715
EVM0013678	AT2G01690
EVM0013679	AT1G21580
EVM0013682	AT3G47930
EVM0013685	AT2G26900
EVM0013693	AT5G35520
EVM0013697	AT3G05290
EVM0013698	AT2G37035
EVM0013701	AT3G18830
EVM0013702	AT2G31870
EVM0013707	AT4G23550
EVM0013711	AT2G29650
EVM0013720	AT5G19900
EVM0013724	AT5G55000
EVM0013726	AT4G33210
EVM0013730	AT5G48385
EVM0013737	AT1G07060
EVM0013743	AT2G41000
EVM0013744	AT2G36020
EVM0013745	AT5G12040
EVM0013746	AT3G14410
EVM0013751	AT1G05785
EVM0013754	AT3G13960
EVM0013762	AT1G71040
EVM0013764	AT4G30790
EVM0013765	AT5G45840
EVM0013769	AT5G41370
EVM0013777	AT5G53850
EVM0013784	AT4G32295
EVM0013786	AT2G04305
EVM0013787	AT5G60690
EVM0013792	AT5G52110
EVM0013793	AT4G36530
EVM0013794	AT4G32560
EVM0013796	AT1G49390
EVM0013799	AT1G34190
EVM0013803	AT1G18340
EVM0013807	AT4G10130
EVM0013813	AT1G14300
EVM0013816	AT2G40540
EVM0013818	AT4G14110
