EVM0021012	GRMZM5G894156
EVM0013762	GRMZM2G054050
EVM0017508	GRMZM2G146878
EVM0017264	GRMZM2G162748
EVM0027266	GRMZM2G116314
EVM0024563	GRMZM2G302074
EVM0015696	GRMZM2G007120
EVM0025413	GRMZM2G175038
EVM0003519	GRMZM2G056357
EVM0011985	GRMZM2G000719
EVM0008435	GRMZM2G045236
EVM0034823	GRMZM2G068443
EVM0025982	GRMZM2G108318
EVM0018826	GRMZM2G144146
EVM0006590	GRMZM2G177259
EVM0018855	GRMZM2G071626
EVM0018084	GRMZM2G384338
EVM0033251	GRMZM2G082709
EVM0033372	GRMZM2G106331
EVM0000672	GRMZM2G002626
EVM0012917	GRMZM2G055141
EVM0026878	GRMZM2G024119
EVM0029665	GRMZM2G480809
EVM0036759	GRMZM2G380732
EVM0004493	GRMZM2G090217
EVM0029385	GRMZM2G097959
EVM0008967	GRMZM2G163437
EVM0034521	GRMZM2G439860
EVM0020398	GRMZM5G841900
EVM0011650	GRMZM2G167591
EVM0024028	GRMZM2G126292
EVM0022901	GRMZM2G009995
EVM0010490	GRMZM2G180930
EVM0011060	GRMZM2G371137
EVM0033460	GRMZM2G066400
EVM0012330	GRMZM2G701063
EVM0007104	GRMZM2G455124
EVM0023652	GRMZM5G876913
EVM0031736	GRMZM2G369701
EVM0029766	GRMZM2G035278
EVM0026619	GRMZM2G098305
EVM0031859	GRMZM2G083138
EVM0006943	GRMZM2G065276
EVM0005926	GRMZM2G096271
EVM0026800	GRMZM2G034260
EVM0014908	GRMZM2G158676
EVM0036863	GRMZM2G090642
EVM0006990	GRMZM2G083836
EVM0000050	GRMZM2G114758
EVM0034084	GRMZM2G084944
EVM0008544	GRMZM2G412470
EVM0009482	GRMZM2G444808
EVM0020270	GRMZM2G104907
EVM0017705	GRMZM5G837869
EVM0033754	GRMZM6G220418
EVM0025855	GRMZM2G113228
EVM0015221	GRMZM2G313078
EVM0023061	GRMZM2G004523
EVM0022778	GRMZM2G460406
EVM0006259	GRMZM5G800488
EVM0030488	GRMZM2G093197
EVM0021344	GRMZM2G099187
EVM0025352	GRMZM2G332280
EVM0031482	GRMZM2G169321
EVM0029885	GRMZM2G396562
EVM0016636	GRMZM2G175065
EVM0015585	GRMZM2G128688
EVM0013250	GRMZM2G304362
EVM0007798	GRMZM2G449496
EVM0017726	GRMZM2G071688
EVM0014332	GRMZM2G168959
EVM0020544	GRMZM2G058866
EVM0008260	GRMZM2G412888
EVM0023689	GRMZM2G179220
EVM0015309	GRMZM5G803365
EVM0000359	GRMZM2G019958
EVM0017610	GRMZM5G886363
EVM0012782	GRMZM2G321010
EVM0013082	GRMZM2G070708
EVM0014207	GRMZM2G127687
EVM0000591	GRMZM2G460025
EVM0011368	GRMZM2G068010
EVM0036694	GRMZM2G064853
EVM0032613	GRMZM2G421690
EVM0033338	GRMZM2G168269
EVM0036347	GRMZM2G104511
EVM0005548	GRMZM2G070716
EVM0029006	GRMZM2G151977
EVM0031609	GRMZM2G153444
EVM0003086	GRMZM2G053839
EVM0007088	GRMZM2G330213
EVM0000199	GRMZM2G011319
EVM0006226	GRMZM2G079083
EVM0000860	GRMZM2G410033
EVM0022367	GRMZM2G075336
EVM0006572	GRMZM2G442387
EVM0017985	GRMZM2G032258
EVM0001337	GRMZM2G057237
EVM0008243	GRMZM2G045550
EVM0037032	GRMZM2G062377
EVM0028054	GRMZM2G083437
EVM0029769	GRMZM2G179459
EVM0009509	GRMZM2G081048
EVM0007674	GRMZM2G031876
EVM0024957	GRMZM2G071253
EVM0010625	GRMZM5G881135
EVM0004047	GRMZM2G017290
EVM0005885	GRMZM2G081639
EVM0031860	GRMZM2G141642
EVM0002918	GRMZM2G099583
EVM0002640	GRMZM2G179279
EVM0037059	GRMZM2G118385
EVM0009622	GRMZM2G108255
EVM0013504	GRMZM2G025157
EVM0019888	GRMZM2G025857
EVM0027751	GRMZM2G130625
EVM0026459	GRMZM2G110822
EVM0024187	GRMZM2G056488
EVM0025914	GRMZM2G476593
EVM0018134	GRMZM2G010357
EVM0009643	GRMZM2G162672
EVM0019796	GRMZM2G073743
EVM0011986	GRMZM2G147500
EVM0006062	GRMZM2G399183
EVM0000947	GRMZM2G025977
EVM0007235	GRMZM2G020081
EVM0035607	GRMZM2G387935
EVM0004197	GRMZM5G817255
EVM0034868	GRMZM2G017671
EVM0035924	GRMZM2G156238
EVM0013991	GRMZM2G074282
EVM0030960	GRMZM2G305851
EVM0025339	GRMZM2G138255
EVM0025176	GRMZM2G030263
EVM0021536	GRMZM2G181422
EVM0020322	EF517601.1
EVM0015199	GRMZM2G046676
EVM0011970	GRMZM2G084779
EVM0004297	GRMZM2G033022
EVM0032932	GRMZM2G166903
EVM0036986	GRMZM2G086371
EVM0016940	GRMZM2G075978
EVM0026808	GRMZM2G017460
EVM0021795	GRMZM2G005350
EVM0014914	GRMZM5G862101
EVM0036924	GRMZM2G061234
EVM0034805	GRMZM2G149624
EVM0027002	GRMZM2G168016
EVM0015591	GRMZM2G133996
EVM0027173	GRMZM2G361398
EVM0007438	GRMZM2G053079
EVM0006377	GRMZM2G467169
EVM0027219	GRMZM2G168143
EVM0013420	GRMZM5G846196
EVM0001021	AC209877.3
EVM0022458	GRMZM2G079381
EVM0036075	GRMZM2G149647
EVM0024496	GRMZM2G021889
EVM0001216	GRMZM2G057829
EVM0028454	GRMZM2G085113
EVM0012320	GRMZM2G178958
EVM0021210	GRMZM2G064852
EVM0025206	GRMZM2G082529
EVM0010032	GRMZM2G013255
EVM0000265	GRMZM2G049912
EVM0024247	GRMZM2G481755
EVM0014882	GRMZM2G024992
EVM0022228	GRMZM2G076450
EVM0014500	GRMZM2G091435
EVM0015911	GRMZM2G001645
EVM0001934	GRMZM2G050933
EVM0020223	GRMZM2G058261
EVM0018880	GRMZM2G053019
EVM0007014	GRMZM2G132169
EVM0009711	GRMZM2G088601
EVM0021310	GRMZM5G860938
EVM0035573	GRMZM2G026309
EVM0034283	GRMZM5G891969
EVM0001594	GRMZM2G041955
EVM0004412	GRMZM2G048672
EVM0016612	GRMZM2G138128
EVM0018818	GRMZM2G311914
EVM0014422	GRMZM2G122239
EVM0008274	GRMZM2G014313
EVM0020188	GRMZM2G080650
EVM0017210	GRMZM2G177231
EVM0000490	GRMZM2G092627
EVM0020590	GRMZM2G034096
EVM0017795	GRMZM6G847892
EVM0000787	GRMZM2G042733
EVM0013001	GRMZM2G133358
EVM0009098	GRMZM2G050309
EVM0016876	GRMZM2G162663
EVM0002105	GRMZM2G128080
EVM0027780	GRMZM2G056661
EVM0007337	GRMZM2G396553
EVM0037277	GRMZM2G389233
EVM0016788	GRMZM2G020140
EVM0023777	GRMZM2G480480
EVM0012692	GRMZM2G044306
EVM0027048	GRMZM5G831540
EVM0033394	GRMZM5G887286
EVM0004376	GRMZM2G013152
EVM0001453	GRMZM2G174675
EVM0034953	GRMZM2G128938
EVM0028219	GRMZM2G055282
EVM0008073	GRMZM5G811069
EVM0031307	GRMZM2G181519
EVM0001421	GRMZM2G133716
EVM0023326	GRMZM2G097802
EVM0001462	GRMZM2G009715
EVM0027575	GRMZM2G024851
EVM0000052	GRMZM2G046061
EVM0005559	GRMZM2G032253
EVM0011519	GRMZM2G133684
EVM0011381	GRMZM2G368041
EVM0032076	GRMZM2G374779
EVM0014202	GRMZM2G312738
EVM0027830	GRMZM2G147917
EVM0029616	GRMZM5G837364
EVM0031354	GRMZM2G164714
EVM0034218	GRMZM2G375002
EVM0034477	GRMZM2G039934
EVM0034992	GRMZM2G081935
EVM0024468	GRMZM2G027958
EVM0037285	GRMZM2G048907
EVM0023121	GRMZM5G829778
EVM0027265	GRMZM5G871861
EVM0030152	GRMZM2G046681
EVM0010227	GRMZM2G002559
EVM0023281	GRMZM2G167463
EVM0031036	GRMZM2G039373
EVM0031000	GRMZM2G017804
EVM0029259	GRMZM2G084928
EVM0004193	GRMZM2G106613
EVM0034829	GRMZM2G177273
EVM0034835	GRMZM2G092268
EVM0025935	GRMZM2G148855
EVM0022159	GRMZM2G090241
EVM0029558	GRMZM2G088114
EVM0003064	GRMZM5G862936
EVM0036896	GRMZM2G148913
EVM0033806	GRMZM2G022107
EVM0021704	GRMZM5G841914
EVM0026626	GRMZM2G472991
EVM0001653	GRMZM2G428242
EVM0022630	GRMZM2G134313
EVM0003657	GRMZM2G120857
EVM0006458	GRMZM2G118441
EVM0008284	GRMZM2G080542
EVM0008487	GRMZM2G066516
EVM0030287	GRMZM2G162605
EVM0011620	GRMZM2G108767
EVM0018384	GRMZM2G043995
EVM0032494	GRMZM2G162250
EVM0030206	GRMZM2G025870
EVM0028803	GRMZM2G073567
EVM0037354	GRMZM2G005107
EVM0002806	GRMZM2G122139
EVM0003839	GRMZM2G029951
EVM0008439	GRMZM2G153672
EVM0016216	GRMZM2G091715
EVM0008804	GRMZM2G096663
EVM0006210	GRMZM2G087590
EVM0007701	GRMZM2G136494
EVM0004199	GRMZM2G030299
EVM0032888	GRMZM2G048366
EVM0034115	GRMZM2G361652
EVM0018038	GRMZM2G049349
EVM0030958	GRMZM5G871910
EVM0035343	GRMZM2G035520
EVM0035884	GRMZM2G143525
EVM0011637	GRMZM5G823484
EVM0027129	GRMZM2G060114
EVM0013936	GRMZM5G866954
EVM0027160	GRMZM2G164956
EVM0035919	GRMZM2G075921
EVM0017975	GRMZM2G015976
EVM0022467	GRMZM2G419305
EVM0020185	GRMZM2G111720
EVM0019780	GRMZM2G444692
EVM0017122	GRMZM2G316232
EVM0027202	GRMZM2G169953
EVM0004008	GRMZM2G472278
EVM0014191	GRMZM2G101217
EVM0035025	GRMZM2G022398
EVM0023053	GRMZM2G147422
EVM0029547	GRMZM2G077897
EVM0002736	GRMZM2G128744
EVM0011002	GRMZM2G077981
EVM0023203	GRMZM2G041462
EVM0026359	GRMZM2G121516
EVM0023145	GRMZM2G452935
EVM0003123	GRMZM2G168886
EVM0030527	GRMZM2G312434
EVM0017492	GRMZM2G430392
EVM0010247	GRMZM2G388855
EVM0018694	GRMZM2G028379
EVM0019927	GRMZM2G382673
EVM0013823	GRMZM2G139688
EVM0028185	GRMZM6G477257
EVM0005785	GRMZM2G011912
EVM0000932	GRMZM2G023275
EVM0018636	GRMZM2G107373
EVM0008121	GRMZM2G012276
EVM0021468	GRMZM2G427444
EVM0017103	GRMZM5G828488
EVM0031263	GRMZM2G048497
EVM0031969	GRMZM2G340279
EVM0006777	GRMZM5G831009
EVM0030543	GRMZM2G045275
EVM0033108	GRMZM2G405052
EVM0027940	GRMZM2G169458
EVM0034692	GRMZM2G077769
EVM0020268	GRMZM2G027007
EVM0029013	GRMZM2G417843
EVM0018722	GRMZM2G072041
EVM0007160	GRMZM2G383735
EVM0027701	GRMZM2G081577
EVM0006813	GRMZM2G165960
EVM0030486	GRMZM2G080380
EVM0001250	GRMZM2G134256
EVM0012505	GRMZM2G383088
EVM0025548	GRMZM2G180458
EVM0020972	GRMZM2G084149
EVM0000157	AC149818.2
EVM0024775	GRMZM2G109140
EVM0034843	GRMZM2G085189
EVM0032871	GRMZM2G165917
EVM0031385	GRMZM5G843302
EVM0007487	GRMZM2G173630
EVM0026508	GRMZM2G121851
EVM0031209	GRMZM2G049159
EVM0005631	GRMZM5G875287
EVM0018501	AC207890.3
EVM0013179	GRMZM2G452016
EVM0019096	GRMZM2G040991
EVM0017442	GRMZM2G073609
EVM0028615	GRMZM2G303775
EVM0034720	GRMZM2G069092
EVM0008836	AC211394.4
EVM0005850	GRMZM2G025855
EVM0023660	GRMZM2G085948
EVM0003788	GRMZM2G009703
EVM0026039	GRMZM2G077293
EVM0011406	GRMZM2G066485
EVM0023571	GRMZM2G107076
EVM0031918	GRMZM2G302045
EVM0037026	GRMZM2G080992
EVM0010759	GRMZM2G433624
EVM0003116	GRMZM2G025592
EVM0011505	GRMZM2G066867
EVM0035240	GRMZM2G178887
EVM0012733	GRMZM2G415343
EVM0005602	GRMZM2G030596
EVM0022962	GRMZM2G059449
EVM0033928	GRMZM2G409881
EVM0016499	GRMZM2G087598
EVM0025773	GRMZM2G166674
EVM0016825	GRMZM2G008583
EVM0030253	GRMZM2G124576
EVM0011415	GRMZM2G038338
EVM0032329	GRMZM2G026956
EVM0004321	GRMZM2G146965
EVM0026161	GRMZM2G104199
EVM0000479	GRMZM2G392306
EVM0026340	GRMZM2G024550
EVM0029382	GRMZM2G303135
EVM0018623	GRMZM2G181637
EVM0034717	GRMZM5G898740
EVM0004998	GRMZM2G033787
EVM0028693	GRMZM2G138840
EVM0007527	GRMZM2G161285
EVM0025163	GRMZM2G123089
EVM0031752	GRMZM2G049954
EVM0020232	GRMZM2G094304
EVM0024016	GRMZM2G122116
EVM0032367	GRMZM5G800096
EVM0019748	GRMZM2G018757
EVM0030758	GRMZM2G475994
EVM0007518	GRMZM2G015011
EVM0020600	GRMZM2G456000
EVM0015484	GRMZM2G025531
EVM0031095	GRMZM2G159105
EVM0019514	GRMZM2G061938
EVM0028938	GRMZM2G144030
EVM0022913	GRMZM2G032367
EVM0007009	GRMZM2G126664
EVM0036624	GRMZM2G069758
EVM0017877	GRMZM2G178919
EVM0032165	GRMZM2G018992
EVM0012541	GRMZM5G890665
EVM0019216	GRMZM2G143590
EVM0022839	GRMZM2G107239
EVM0004875	GRMZM2G138995
EVM0003791	GRMZM2G092120
EVM0010498	GRMZM2G098828
EVM0009552	GRMZM2G068489
EVM0032703	GRMZM2G097021
EVM0037046	GRMZM2G138303
EVM0025782	GRMZM2G169316
EVM0016780	GRMZM2G147882
EVM0036188	GRMZM2G059836
EVM0013341	GRMZM2G045507
EVM0026194	GRMZM2G050193
EVM0026327	GRMZM2G315125
EVM0037073	GRMZM2G064328
EVM0017802	GRMZM2G086766
EVM0010082	GRMZM2G424651
EVM0015174	GRMZM2G036120
EVM0032785	GRMZM2G001676
EVM0011212	GRMZM6G548844
EVM0031154	GRMZM2G067067
EVM0033694	GRMZM2G145440
EVM0029008	AC196475.3
EVM0015832	GRMZM2G080231
EVM0025177	GRMZM2G117633
EVM0020372	GRMZM2G465999
EVM0028818	GRMZM2G013728
EVM0021145	GRMZM2G003157
EVM0025065	GRMZM2G179633
EVM0026924	GRMZM2G088397
EVM0023667	GRMZM2G096343
EVM0035023	GRMZM2G161664
EVM0018737	GRMZM5G826911
EVM0004849	GRMZM2G095404
EVM0025281	GRMZM2G023884
EVM0027891	GRMZM2G145951
EVM0028410	GRMZM2G142609
EVM0007492	GRMZM2G364172
EVM0035546	GRMZM2G070045
EVM0029195	GRMZM2G089092
EVM0002911	GRMZM2G177668
EVM0004769	GRMZM2G144042
EVM0016220	GRMZM2G133121
EVM0030383	GRMZM2G034276
EVM0024498	GRMZM2G367857
EVM0004342	GRMZM2G331811
EVM0010044	GRMZM2G308189
EVM0017531	GRMZM2G457621
EVM0009375	GRMZM2G157927
EVM0010463	GRMZM2G178102
EVM0018007	GRMZM2G132690
EVM0001640	GRMZM2G063729
EVM0004102	GRMZM2G037265
EVM0020925	GRMZM2G062772
EVM0016523	GRMZM2G065635
EVM0030531	GRMZM2G117627
EVM0015662	GRMZM2G364901
EVM0034203	GRMZM2G431850
EVM0008754	GRMZM2G092749
EVM0033506	AC190609.3
EVM0030848	GRMZM2G474769
EVM0002427	GRMZM2G022563
EVM0021092	GRMZM2G067265
EVM0011125	GRMZM2G103079
EVM0025597	GRMZM2G173978
EVM0022954	GRMZM2G013657
EVM0012693	GRMZM2G051683
EVM0008367	GRMZM2G037482
EVM0027356	GRMZM2G016930
EVM0005035	GRMZM2G021912
EVM0013427	GRMZM5G862107
EVM0000117	GRMZM2G344212
EVM0020809	GRMZM2G177244
EVM0026945	GRMZM2G075619
EVM0036752	GRMZM5G813909
EVM0037054	GRMZM2G004927
EVM0002886	GRMZM5G894486
EVM0020211	GRMZM2G175177
EVM0003774	GRMZM2G081930
EVM0004461	GRMZM2G407626
EVM0004790	GRMZM5G824964
EVM0021427	GRMZM2G167356
EVM0028617	GRMZM2G044060
EVM0010194	GRMZM2G179504
EVM0035424	GRMZM2G087692
EVM0004895	GRMZM2G084799
EVM0004295	GRMZM2G010100
EVM0034872	GRMZM2G341027
EVM0037020	GRMZM2G007258
EVM0028591	GRMZM2G171884
EVM0023642	GRMZM2G136960
EVM0013145	GRMZM2G152175
EVM0027885	GRMZM2G060029
EVM0031213	GRMZM2G049525
EVM0018194	GRMZM2G077809
EVM0029278	GRMZM2G030606
EVM0029160	GRMZM2G039711
EVM0034178	GRMZM2G034956
EVM0028439	GRMZM2G302405
EVM0017242	GRMZM2G114911
EVM0000753	GRMZM2G004211
EVM0006484	GRMZM2G056122
EVM0007583	GRMZM2G394410
EVM0008613	GRMZM2G043453
EVM0033876	GRMZM2G054040
EVM0029521	GRMZM2G415433
EVM0015344	GRMZM2G074501
EVM0031761	GRMZM2G109785
EVM0028263	GRMZM2G428987
EVM0016209	GRMZM2G154317
EVM0006536	GRMZM2G017741
EVM0023644	GRMZM2G135770
EVM0009544	GRMZM2G102183
EVM0018253	GRMZM2G127963
EVM0009159	GRMZM5G868433
EVM0024685	GRMZM2G130149
EVM0027370	GRMZM2G146416
EVM0031737	GRMZM2G112594
EVM0002167	GRMZM2G138230
EVM0033151	GRMZM2G381129
EVM0027313	GRMZM5G804816
EVM0030428	GRMZM2G179465
EVM0028826	GRMZM2G019225
EVM0009885	GRMZM2G065956
EVM0029760	GRMZM2G150726
EVM0014575	GRMZM2G078650
EVM0007209	GRMZM5G862488
EVM0035968	GRMZM2G100229
EVM0027104	GRMZM2G164916
EVM0005690	GRMZM2G050741
EVM0019363	GRMZM2G385999
EVM0000724	GRMZM2G172574
EVM0018294	GRMZM5G838226
EVM0024339	GRMZM2G174549
EVM0017329	GRMZM2G126002
EVM0030318	GRMZM2G033653
EVM0017345	GRMZM2G100988
EVM0021998	GRMZM2G145595
EVM0034676	GRMZM2G001191
EVM0001993	GRMZM2G066426
EVM0016078	GRMZM2G171994
EVM0011563	GRMZM2G373859
EVM0028005	GRMZM2G014454
EVM0029678	GRMZM2G163849
EVM0007761	GRMZM2G060337
EVM0006714	GRMZM2G091449
EVM0036045	GRMZM2G038152
EVM0018022	GRMZM2G466780
EVM0034361	GRMZM2G067946
EVM0000244	GRMZM2G038512
EVM0021486	GRMZM5G885867
EVM0033964	AC196278.2
EVM0011845	GRMZM2G397755
EVM0025153	GRMZM2G181551
EVM0006515	GRMZM2G159587
EVM0014492	GRMZM2G068323
EVM0003957	GRMZM2G107306
EVM0022537	GRMZM2G134982
EVM0025298	GRMZM2G047777
EVM0001189	GRMZM2G103755
EVM0025277	GRMZM2G322186
EVM0015796	GRMZM2G082974
EVM0028811	GRMZM2G323757
EVM0002137	GRMZM2G133958
EVM0027494	GRMZM2G124820
EVM0022670	GRMZM2G052740
EVM0015177	GRMZM2G128971
EVM0014743	GRMZM2G103179
EVM0019408	GRMZM2G109348
EVM0004991	GRMZM2G123159
EVM0030852	GRMZM2G339151
EVM0035122	GRMZM2G024775
EVM0036732	GRMZM2G080565
EVM0036888	GRMZM2G077222
EVM0030304	GRMZM2G009895
EVM0012190	GRMZM2G043509
EVM0021016	GRMZM2G066441
EVM0023514	GRMZM2G157263
EVM0026311	GRMZM2G166245
EVM0015142	GRMZM2G444801
EVM0033573	GRMZM2G142820
EVM0007084	GRMZM2G136895
EVM0031908	GRMZM2G000615
EVM0016661	GRMZM2G164467
EVM0028214	GRMZM2G110913
EVM0000289	GRMZM2G118019
EVM0013477	GRMZM2G112596
EVM0007638	GRMZM2G001415
EVM0029070	GRMZM2G126290
EVM0000345	GRMZM2G120091
EVM0024599	GRMZM2G080816
EVM0017079	GRMZM2G177052
EVM0030239	GRMZM2G114930
EVM0007607	GRMZM2G350312
EVM0008352	GRMZM2G138419
EVM0000565	GRMZM2G353195
EVM0009654	GRMZM2G118453
EVM0005939	GRMZM2G113232
EVM0007032	GRMZM2G074761
EVM0030640	GRMZM2G053303
EVM0002283	GRMZM2G026918
EVM0024719	GRMZM2G307992
EVM0000381	GRMZM5G885529
EVM0009931	GRMZM2G053322
EVM0019946	GRMZM2G146000
EVM0034127	GRMZM2G436429
EVM0005616	GRMZM2G356423
EVM0025123	AC226368.2
EVM0018677	GRMZM2G372475
EVM0018865	GRMZM5G836994
EVM0009607	GRMZM2G061018
EVM0000540	GRMZM2G075837
EVM0035950	GRMZM2G101617
EVM0033991	GRMZM2G081013
EVM0006276	GRMZM2G092571
EVM0003026	GRMZM2G092923
EVM0023336	GRMZM2G088961
EVM0003638	GRMZM2G024686
EVM0015935	GRMZM2G082707
EVM0031410	GRMZM2G339994
EVM0019747	GRMZM5G870932
EVM0030818	GRMZM2G146697
EVM0029821	GRMZM2G169333
EVM0019335	GRMZM2G033219
EVM0000173	GRMZM2G049168
EVM0028276	GRMZM2G172152
EVM0029815	GRMZM2G021674
EVM0020360	GRMZM2G178278
EVM0006622	GRMZM2G463227
EVM0026616	GRMZM2G139093
EVM0020336	GRMZM2G071333
EVM0020318	GRMZM2G149662
EVM0036252	GRMZM2G304897
EVM0008014	GRMZM2G075780
EVM0029359	GRMZM2G091258
EVM0035227	GRMZM2G069618
EVM0006580	GRMZM2G476230
EVM0020203	GRMZM2G056166
EVM0025574	GRMZM2G000361
EVM0035631	GRMZM2G106308
EVM0022281	GRMZM2G438456
EVM0018096	GRMZM2G095326
EVM0025384	GRMZM2G153393
EVM0029253	GRMZM2G179301
EVM0013441	GRMZM2G461569
EVM0027559	GRMZM2G180612
EVM0020269	GRMZM2G343144
EVM0002195	GRMZM2G095865
EVM0013237	GRMZM2G141760
EVM0006164	GRMZM2G112640
EVM0000996	GRMZM2G358050
EVM0008416	GRMZM2G058518
EVM0025074	GRMZM2G131448
EVM0000605	GRMZM2G428410
EVM0002258	GRMZM2G050845
EVM0016899	GRMZM2G030241
EVM0002263	GRMZM2G039454
EVM0019708	GRMZM2G114172
EVM0003128	GRMZM2G081172
EVM0027517	GRMZM5G898290
EVM0016866	GRMZM2G069061
EVM0003899	GRMZM2G118646
EVM0025614	GRMZM2G039639
EVM0000064	GRMZM2G010136
EVM0033202	GRMZM2G048205
EVM0010795	GRMZM2G035620
EVM0015987	GRMZM2G010863
EVM0034360	GRMZM2G010551
EVM0023826	GRMZM2G383540
EVM0021764	GRMZM2G401463
EVM0004077	GRMZM2G702490
EVM0002108	GRMZM2G383623
EVM0026832	GRMZM2G009958
EVM0001009	GRMZM2G356076
EVM0025906	GRMZM2G173085
EVM0001854	GRMZM2G140917
EVM0017020	GRMZM2G017616
EVM0030102	GRMZM2G099487
EVM0030029	GRMZM2G456997
EVM0012224	GRMZM2G113423
EVM0017439	GRMZM2G086553
EVM0025417	GRMZM5G897546
EVM0021391	GRMZM2G113216
EVM0004413	GRMZM2G107437
EVM0034379	GRMZM2G178998
EVM0007904	GRMZM2G003732
EVM0015707	GRMZM2G436511
EVM0015113	GRMZM2G327686
EVM0003324	GRMZM2G063603
EVM0005223	GRMZM2G015908
EVM0016453	GRMZM2G049091
EVM0020657	GRMZM2G040052
EVM0021856	GRMZM2G003930
EVM0025345	GRMZM2G169384
EVM0027752	GRMZM2G057674
EVM0019733	GRMZM2G085320
EVM0036964	GRMZM2G014558
EVM0029240	GRMZM2G165418
EVM0037068	GRMZM2G129169
EVM0001157	GRMZM2G113039
EVM0014019	GRMZM2G086805
EVM0036125	GRMZM2G128665
EVM0018749	GRMZM2G164814
EVM0019364	GRMZM2G019284
EVM0005964	GRMZM2G424783
EVM0014962	GRMZM2G155868
EVM0010434	GRMZM2G037343
EVM0036357	GRMZM2G007466
EVM0017760	GRMZM2G051790
EVM0020504	GRMZM2G067096
EVM0004363	GRMZM2G129266
EVM0031271	GRMZM2G174784
EVM0013932	GRMZM5G851654
EVM0022334	GRMZM2G141940
EVM0018740	GRMZM2G097434
EVM0033294	GRMZM2G074540
EVM0005121	GRMZM2G093278
EVM0034249	GRMZM2G071292
EVM0006158	GRMZM2G033985
EVM0008644	GRMZM2G098797
EVM0028038	GRMZM2G062499
EVM0007213	GRMZM2G393671
EVM0019814	GRMZM2G350802
EVM0016782	GRMZM2G319573
EVM0031102	GRMZM2G025806
EVM0023310	GRMZM2G077208
EVM0014656	GRMZM2G429940
EVM0010304	GRMZM2G336815
EVM0022215	GRMZM2G458665
EVM0005967	GRMZM2G092780
EVM0013621	GRMZM2G023232
EVM0003039	GRMZM2G059132
EVM0032810	GRMZM2G044882
EVM0003347	GRMZM2G162968
EVM0000408	GRMZM2G000816
EVM0005064	GRMZM2G465208
EVM0019520	GRMZM5G876303
EVM0005736	GRMZM2G089528
EVM0024593	GRMZM2G406746
EVM0029837	GRMZM2G171060
EVM0025412	GRMZM2G060257
EVM0032630	GRMZM2G111138
EVM0031351	GRMZM2G164202
EVM0005675	GRMZM2G100120
EVM0012366	GRMZM2G159953
EVM0022546	GRMZM2G111984
EVM0014427	GRMZM2G016774
EVM0021522	GRMZM2G459110
EVM0016935	GRMZM2G323844
EVM0034166	GRMZM2G081812
EVM0037087	GRMZM2G166776
EVM0011967	AC208341.4
EVM0033777	GRMZM2G082792
EVM0000852	GRMZM2G123537
EVM0017068	GRMZM2G040627
EVM0016120	GRMZM2G024451
EVM0012473	GRMZM2G002135
EVM0029277	GRMZM2G446625
EVM0001504	GRMZM2G173341
EVM0034337	GRMZM2G064001
EVM0001627	GRMZM2G399048
EVM0023234	GRMZM2G109354
EVM0005174	GRMZM2G300348
EVM0032974	GRMZM2G012958
EVM0031980	GRMZM2G048800
EVM0007944	GRMZM2G167253
EVM0036755	GRMZM5G819204
EVM0023294	GRMZM2G083427
EVM0020311	GRMZM2G142806
EVM0013319	GRMZM2G138624
EVM0005404	GRMZM2G402002
EVM0029622	GRMZM2G074238
EVM0006401	GRMZM2G131785
EVM0008788	GRMZM2G570528
EVM0003032	GRMZM2G011031
EVM0010986	GRMZM2G055899
EVM0018254	GRMZM2G041472
EVM0021913	GRMZM2G014136
EVM0018510	GRMZM2G571844
EVM0011954	GRMZM2G156575
EVM0012997	GRMZM2G320298
EVM0018989	GRMZM5G852097
EVM0018181	GRMZM2G155626
EVM0008508	GRMZM2G083518
EVM0000321	GRMZM2G460594
EVM0013859	GRMZM2G350157
EVM0014445	GRMZM2G141473
EVM0009451	GRMZM5G875676
EVM0019219	GRMZM2G178775
EVM0036935	GRMZM2G014793
EVM0015745	GRMZM2G407396
EVM0026254	GRMZM2G312244
EVM0002060	GRMZM2G141379
EVM0031119	GRMZM2G090905
EVM0022172	GRMZM2G108775
EVM0031457	GRMZM2G423861
EVM0008736	GRMZM5G863152
EVM0035605	GRMZM2G065073
EVM0011281	GRMZM2G428670
EVM0022007	GRMZM2G083497
EVM0035150	GRMZM2G064475
EVM0025988	GRMZM2G390432
EVM0007049	GRMZM2G388987
EVM0035512	GRMZM5G853066
EVM0031212	GRMZM2G070389
EVM0004206	GRMZM2G000261
EVM0005880	GRMZM2G350626
EVM0034465	GRMZM2G094959
EVM0030054	GRMZM2G472052
EVM0022976	GRMZM2G041127
EVM0037338	GRMZM2G057475
EVM0028046	GRMZM2G124313
EVM0034558	GRMZM2G149051
EVM0033404	GRMZM2G100732
EVM0002968	GRMZM2G141355
EVM0004075	GRMZM2G119426
EVM0036376	GRMZM2G426200
EVM0009465	GRMZM2G065423
EVM0022011	GRMZM2G104347
EVM0009715	AC208348.3
EVM0017230	GRMZM2G040876
EVM0034621	GRMZM2G014022
EVM0037279	GRMZM2G025164
EVM0029212	GRMZM2G042552
EVM0021080	GRMZM2G135476
EVM0020358	GRMZM2G301246
EVM0026650	GRMZM2G448368
EVM0027708	GRMZM2G069024
EVM0001687	AC209858.4
EVM0002695	GRMZM2G092823
EVM0011498	GRMZM2G148594
EVM0006338	GRMZM5G809292
EVM0024461	GRMZM2G029859
